,user,tweet,location,keyword
738,Been in this game too long,"14 years ago, an arsonist started a blaze that turned into a conflagration, which in turn burned over the crew of USFS Bernardino National Forest Engine 57. 3 members of the crew were killed at scene, with 2 being airlifted to Arrowhead Medical Center. https://t.co/VdgngL8EsM","San Diego, CA",arsonist
739,Sankaro ☭,"@FoxyLeftist @Rarn @JediofGallifrey Agreed, there have been MANY instances dems could have taken action up until then. It’s a little like sitting in a  house letting an arsonist pour gasoline on you with your consent and then once he lights you on fire asking if there’s anything you can do while you burn.",,arsonist
740,Andre St. David,@GravelInstitute Seems more likely you misunderstand the constition and are simply reacting to a swing in politics you don't like and want to burn everything to get your way like a teenage arsonist.,"Los Angeles, CA",arsonist
741,Sainte Beatrix™,"@rezaaslan when will you be an arsonist?

all talk no walk?

cry more libs.","Florida, USA",arsonist
742,Miriam Nadler,"@ohhoe also ""my house burned down because an arsonist lit it on fire while I stood by in disbelief. whose fault is it? the person who lives three doors down for not running over to help me spit on the blaze"" is just such sloppy reasoning to begin with",  NYC,arsonist
743,🦋 the awakened 🦋,the arsonist is on facebook? i guess his chaotic ass couldn't handle twt like i can,somewhere beyond the gate,arsonist
744,Susan Swanson,"@DarrellIssa Hey 50th, Santa Ana’s are blowing, hide the matches from Darrell Issa, the alleged 🔥🔥🔥arsonist!!!",,arsonist
745,David Anderson,"@TheDemocrats caused the problems to begin with. They are quite like the arsonist fire fighter who sets a blaze secretly so that he can be the hero who saves everyone. Plot spoiler, they don’t know how to save anything. We have to vote them out!
#VoteRedToSaveAmerica https://t.co/XIJSxOz2vj","New Mexico, USA",arsonist
746,Amber,How now brown cow.  Unique New York unique new York.  The human arsonist was denied a bank loan today!,Tx,arsonist
747,AtmosJelly | Serpents Hand agent,"@HoodRBLX @Luke_WasTaken *burns you*

Never mess with an arsonist mate",My pocket dimension,arsonist
748,Magicmush,"@ABC Twist!
The cat is the arsonist! https://t.co/JDSIiRwqTO",,arsonist
749,Ms. Reed,Is there any updates on the search for arsonist that killed the family in Aurora? Why is that story still not cycling?,,arsonist
750,🌼Lizz🌼,"im spacing out in class and i just came into consciousness again. i just heard my professor say something ""hey can you make a song for this teenage boy in my movie who's an arsonist"" and my first thought was lio fotia",hawaii → ‼️read carrd byf‼️♡,arsonist
751,steve davis,@rezaaslan What are you going to burn down first you loser? You said you’re gonna start burning stuff down well get to it arsonist,,arsonist
752,Marelle (Մարալ),"@AnnaMeiler @wbz Galvin is  the real criminal - worse than the arsonist! The ballot machines in MA were fixed to flip the tallies in our primaries in August. The only county that reported correctly did hand counts.

He also destroyed all the paper ballots which he was supposed to keep for 22 mos.","Boston, MA USA",arsonist
753,Daily Grock,Report: Police Apprehend Alleged Ballot Box Arsonist Worldy Armand In Boston | The Daily Caller - https://t.co/6qIVM8P5J2,NC/FL/FR,arsonist
754,B.L. McMillan,"@ECMcLaughlin I am so so sorry you are facing this.
I lost my first house to an arsonist in 2000 &amp; it destroyed my past, my current life then, and my planned future. I have PTSD from it still.
If U find the need, 4 yourself or others, DM me &amp; I will be able to give U some paths and a shoulder.",Florida,arsonist
755,Bongs,@Unathi_Kwaza Arsonist,johannesburg,arsonist
756,Jane,"@rezaaslan Aslan the Arsonist is a terrorist.

He uses threats of violence to control us.

Aslan says, bow down before me, and do as I command, or I will destroy your country.

Progressive elites like Aslan the Arsonist think they are better than us.

https://t.co/sE7bK2sVj6",,arsonist
757,🌹 Socialism in One Bunker ⛳,@prageru arsonist firefighter doesn't get to be hero,The Cool Zone,arsonist
758,bronson norris murphy stan account,finally bought lighter fluid for the zippo i bought ages ago &amp; i fink i might become an arsonist now,castle beyond the goblin city,arsonist
759,TJBurton,@NPR find the arsonist and charge them for attempted murder. this shit needs to stop,,arsonist
760,lin,@MarcoAnime2 @SIRENZ___ Im blaming that arsonist we could be there rn I'm going to Japan and sending him to hell,"Washington, USA",arsonist
761,jonthebass,@3AW693 Oh let us all be grateful for Arsehole Andrews; an arsonist turning up to put out the fire he lit. What a tosser,Mornington Peninsula,arsonist
762,🇺🇸⚓️⭐️🇺🇸,"@rezaaslan Well well well....what ya got now? Ya wanna be an arsonist? All talk... 

#alltalk #rezaaslan #looneyleft #unhinged",,arsonist
763,GEM MAX,"Oh OK can you wait a second. 

Hello FBI I'd like to report and arsonist. https://t.co/82WSETee3S","Toledo, OH",arsonist
764,Vishal Gupta,Why Biden calls Trump a 'climate arsonist' – video explainer https://t.co/FI8n4JfTMa https://t.co/a2toSda0Ny,"New Delhi, India",arsonist
765,a bisexual skeleton,Bouta catch an arsonist charge,,arsonist
766,Mohini Manek,"In search of newer conflicts, Erdogan the Pyromaniac obsessed with lighting up fires into French internal conflicts. This Paris piece calls him a compulsive arsonist. Familiar tropes seen all around the nations. @RahulGandhi https://t.co/hwB1zKAINd",India,arsonist
767,Voting-early-in-person machka 😷🏳️‍🌈✊🏿🐺🌊,How ~shocking~ that this would happen. Has the arsonist and voter suppressor been arrested yet? #GOPCantWinOnIdeas #cheatersneverwin https://t.co/vG9rurshhJ,Forever alone,arsonist
768,robbie czajka,@alecjeay @PaidByTheCCP @DanielAndrewsMP Sad. It's a bit like when the arsonist comes to put out the fire.,"Victoria, Australia",arsonist
769,TheJesterCrow,@LunosNocturne @Chinchillazllla So! What to do? Well the Court only decides how gov-made law should be interpreted. But if the law is wrong&amp; the court &amp; the gov behind it is corrupt (illegitimate) no one says you gotta take their word🖕. If an arsonist burns your house you don’t ask his permission to prosecute.,,arsonist
770,Perennial📱Millenial,how is this arsonist still on twitter? https://t.co/3bSRQjqwfr,,arsonist
771,Mr.Citron - Very Progressive Democrat,@BostonGlobe 3 Guesses who the arsonist supports...,Cow Hampshire,arsonist
772,Jean Bloom,@JstnGreen1 I saw where this arsonist was arrested. About 40 ballots were destroyed.,,arsonist
773,Adriana Cohen,.@Twitter @jack is censoring @TomFitton @realDonaldTrump @hogangidley45 &amp; any Conservative warning of security issues w #MailInBallots. Meanwhile in Boston an arsonist was just charged w setting a ballot box ablaze &amp; destroying dozens of ballots! @JudicialWatch @LizRNC @PressSec https://t.co/iFilYFZPks,,arsonist
774,Jonathan C.,@zerohedge arsonist busters,,arsonist
775,JustMe 🇦🇺,"Great! Love that comparison, and how bloody true. A saviour of the people of Victoria @DanielAndrewsMP
is NOT!

""Like an #arsonist turning up to celebrate putting out the fire he started.""
#COVID19Vic",Australia,arsonist
776,⚔️ k e i r ⚔️,"at the gallows end - candlemass
cool with you - hers
deviant - gender confetti
live by the sword - dorian electra 
you were but a ghost in my arms - agalloch
arsonist's lullaby's - hozier",he/him,arsonist
777,Will Norris,"@AnnaMeiler @wbz Here is some wisdom from the arsonist ""want to wake up in china as a doctor for world war 4 going on world war 5 as keny hung face and bruce lee face after that apears back in united stated of america"" This was in Feb 2019, so he may have been onto this COVID thing!",,arsonist
778,Allen Foxthorne,"@Deadpool650 @SpeakerPelosi @BarackObama started this division. He had a chance to extinguish hatred, but threw fuel on it. Granted, Trump didn't improve them any, but he was not the Arsonist here, Pelosi just ""Fanned"" the coals.",,arsonist
779,Marcella..Latina 4 Legal Immigration,arsonist REZA doesn't get his WAY... https://t.co/SR1R39wozl,"California, USA",arsonist
780,The Soft Pink Truth,"Watching sets by The Vomit Arsonist and Straight Panic on the https://t.co/tR49yXGojO stream is helping me channel my absolute hatred and disgust for our political moment right now. fuck the GOP into the ground, forever.","Baltimore, Maryland",arsonist
781,Charlotte 🌿🌺 ~ Star W*pe supremacy ig 💫✨🌟,"@ohsnappers_ Bad Girls by M.I.A, On brûlera by Pomme, Arsonist Lullaby by Hozier, High by the Beach by Lana Del Rey, Cheap and Cheerful by The Kills, Mykonos by Fleet Foxes, Homenade Dynamite by Lorde, Concrete by Poppy, some Siouxsie and the Banshees? prolly some Perfume Genius n St Vincent",Slabtwt,arsonist
782,SND Dev,Someone has set at least a dozen vehicles on fire at a Lewisville apartment complex.  Investigators say they are stumped. https://t.co/gckxXI0jYm,,arsonist
783,lj,"just wrote down ""a boxer who is also an arsonist"" as a character concept but bruh i'm pretty sure thats just sam again??",,arsonist
784,Gemini6IScream,@beatrixklebe Our anger has GOT to be higher for the arsonist than the person who didn’t pull the fire alarm.,"Boston, MA",arsonist
785,Brian A. Reed (Red Mule Sports - MT Class A FB),"I want to be a proud arsonist clown!

@TinySnekComics

#ProudArsonistClown
#MyBrainIsMelto
#Melto https://t.co/Bb8YJZQQVo","Billings, MT",arsonist
786,Brian LaBelle,Like an arsonist seeking approval for putting out the fire he started. #ABLeg https://t.co/A9p9pd3XOB,Edmonton Alberta Canada,arsonist
787,~Adestria/Genixlaw~,@Nihaachu Fr they ain’t shit https://t.co/Kvm2coTcux,She/They,arsonist
788,Keith Allen,Could it be that Real Australians are Climate Change Arsonist and Drought Propagators on account of inertia and self-interest? https://t.co/vkr7FNhuIG,Melbourne,arsonist
789,Indy Auntie,"#Election2020 feels like a choice between hiring an experienced contractor to help you thoughtfully and methodically update your home and hiring an arsonist to burn it down for the insurance money.

#VOTE",Indianapolis,arsonist
790,Shiny,"meet lesbeeians step cousin - Lez!! 
theyre a very cool lesbian, and is here to break an arsonist lesbian out of jail ( he/they/she) https://t.co/eHzYygmBB1",,arsonist
791,John Poelwyk,"@TimSmithMP Well said Tim!
The left try to protect the negligence of Andrews and blame others for his culpability.

Congratulating the arsonist who started the fire causing the damage, and pretending he’s a hero is obscene!

#DanLiedPeopleDied 

#dan_demic",Australia,arsonist
792,Mel,"@44mmvvpp Seems probably not politically motivated, just crazy arsonist.","Asheville, NC via Atlanta",arsonist
793,BARRY ALLEN,"Well here we are 2020 my second cousin gets her home burnt cause of a arsonist ..my dad is dying of cancer ... his cousin in England has died , in here sleep she was 70 something...ohh 6 month wait for cremation .. dad can’t fly for the funeral . And pandemic have a great week","Delta, British Columbia",arsonist
794,Stevie F. Baby,"In the same ass paragraph where they explain that an arsonist burned a ballot box and a bunch of the ballots inside, @Twitter claims the process is “safe and secure” 😂 https://t.co/1AeyWFwpPa","California, USA",arsonist
795,Carl Spackler,"@Twitter needs to suspend this political arsonist’s account, but they won’t because @jack is an arrogant douchebag. https://t.co/x0Q0vR59kK","Colorado, USA",arsonist
796,Winston Smith 🇦🇺🕎🇮🇱❤👊🙏🇦🇺,"@BBCNews Message from Melbourne Au:
""Zero cases since https://t.co/3tdkTb6Z3I Criminal Negligent Hotel Quarantine Bio-Attack on Australia. U'r ONLY a Arsonist Firefighter, u ""saved"" no one, you KILLED 800+  by industrial MANSLAUGHTER that's all #PsychoDanAndrews.
#ResignDanielAndrews.""","Melbourne, Victoria",arsonist
797,WZBT 91.1 Playlist,Half Gringa — The Arsonist,"Gettysburg, PA",arsonist
798,William kimeria,"And also, to hell with any Democrat who talks about bi-partisanship. 
There is no middle ground to be had between someone who wants to make their house better for everyone and an arsonist. https://t.co/kzDRHxLDBp","San Francisco, CA",arsonist
799,Brains Screamsling 🧟‍♂️🦇,"“The Democratic Party should do [x]”

Okay but they won’t because they’re not on your side. They’re playing their part and relying on them to fix anything is like relying on an arsonist to put out a fire.","Harrisburg, PA",arsonist
800,lolaaaa. 🇳🇬,@babyygirl_ss LOL Rissa baby I’m not an arsonist,"Toronto, Ontario",arsonist
801,Peter Pace,"@GovMurphy @NewJerseyEDA You don't get to be the arsonist and the fire fighter.
It means you don't get a big thank you for cleaning up a mess you made.",,arsonist
802,Ice Nine,"2.  PG&amp;E cutting power to nearly 1 million people in Northern/Central CA ahead of what is forecasted to be the most dangerous fire weather of the season.

3.  Arsonist connected to ballot box fire in Boston arrested. https://t.co/Z0rz05Mya7",,arsonist
803,Shawn Schuman,@kate10010 @BharatRamamurti @jbouie There are few things the GOP loves more than bending or breaking rules to benefit themselves and justifying their actions by pointing to problems that they themselves created. They're both political arsonist and firefighter.,,arsonist
804,"Dr. Scrotie McBoogerballs, Esq.",@randomradishes @TimSmithMP Do you blame the arsonist who lit the fire? Or the house owner who didn't mow their lawn?,Melbourne,arsonist
805,Arsonist,Arsonist 🔥🔥🔥🔥,,arsonist
806,Slumlord,"@drvyom @DanielAndrewsMP Seriously, the Libs have been useless but Dans success is a bit like that of an arsonist who celebrates putting out the fire he negligently started.",,arsonist
807,Just a Citizen & Veteran,Report: Police Apprehend Alleged Ballot Box Arsonist Worldy Armand In Boston https://t.co/NUMt0cSpzF via @dailycaller,United States of America,arsonist
808,JonathonSnyder,@rezaaslan Please try to do what you promised and see what happens you absolute cosplay arsonist,"Columbus, OH",arsonist
809,CDöwdîę,@realDonaldTrump  https://t.co/aJjwA4Edwv My sister is voting for you and her car was burned in Boston by an arsonist in a random act of violence.,FLA,arsonist
810,Juan Luis,"@TomOHalleran is running a campaign ad saying he is endorsed by the @TucsonStar.

That's like a bank robber being endorsed by an arsonist.

Well done Tom. 😂 😂 😂 😂 😂",The White Mountains of Arizona,arsonist
811,Kenny Labbé,@DarrellIssa Car thief arsonist insurance fraudster says WHAT?,,arsonist
812,rutroe,@rezaaslan Hey arsonist.   If something gets burned down I am sending the FBI your info!  Snapshot! And you claim to be a writer about God.  He is coming in December to see you first!,United States,arsonist
813,Halloweeno Wallabout,The house is burning to the ground and you're lecturing the arsonist for playing with matches https://t.co/sKWN0NZDST,New York City,arsonist
814,"""suspicious"" and ""improper""","@flangy famous failed arsonist, i think","Del Boca Vista, Phase 3",arsonist
815,Steve Dee,"Not sure why all the ""good on you Dan"" sentiment with the easing of lockdown restrictions.

This this whole situation arose due to the government's incompetence.

It's a bit like the arsonist wanting to be congratulated for helping to put out a fire he started.

Really ?",Melbourne,arsonist
816,h(unter),@sentence my house if i wasn’t an arsonist,,arsonist
817,DemforLife,"@DanielNewman @DebraMessing You can thank Bernie Sanders and his merry band of arsonist who demonized Hillary Clinton. I don’t want to hear anymore speeches from Democrats, I want action.",Tampa,arsonist
818,Phantom Phlordia Man,"*gives a box of matches to a known arsonist*

I don’t believe this man will start random fires! https://t.co/FmRxwPA629","Boynton Beach, Florida",arsonist
819,BmoreDawg,"@flyboyhb @NBCNews Again, unclear what you think this does for you that you’re claiming a victory. You’re essentially like an arsonist gloating over the bonfire behind you that used to be your own house and telling the rest of us to suck it.",,arsonist
820,eric garber,@dgibber123 The arsonist criticizes the renovator. Perfect logic for this shit show of a year.,,arsonist
821,Ice Rafter,@ggreenwald Says the arsonist from his jungle bunker...,Arctic Nat'l Wildlife Refuge,arsonist
822,The Right is Wrong,"Trump is like an arsonist.

Wealthy inequality gets worse, and #Trump never intended to do anything about it.
The violence he incites is one result. https://t.co/CkH5KeVOn0 https://t.co/Sn8fzQqD3t",,arsonist
823,Maggie Lei,"@CBSNews Not good news, glad they caught arsonist. Best method really is to vote early and in person. #VoteRed2020 #VOTE",,arsonist
824,Andrew Singh Prihar @ 🏠,"@carilgast @RonaldKlain Trust me, in PA, there is a MUCH higher chance that USPS won’t get your ballot back to the county elections office in time than there is that an arsonist will burn a dropbox.

Over 20% of mail is taking more than five biz days to be delivered in our two highest population areas. https://t.co/zqPR8wGALp","Lebanon, PA",arsonist
825,Nadine Fisher,Report: Police Apprehend Alleged Ballot Box Arsonist Worldy Armand In Boston #SmartNews  https://t.co/FfDiinrNXN,,arsonist
826,Childish Robino,@Snug_____ Hell nah you arsonist!,VA to TX to AZ now Korea,arsonist
827,joe cleveland,@joemyth1 @BonginoReport He's a literary ARSONIST!,,arsonist
828,Shiva,"@HKrassenstein @realDonaldTrump You are so quick. Are you a robot ? No family ??  What's your Twitter$$?

News I have seen I last 5 minutes 
1) arsonist arrested. Lit fire to a ballot collection box
2) Maryland mail in ballot processing center- staff caught on video manipulating the ballot with a writing device",,arsonist
829,Kenny Kong,@Peter_Fitz Singapore. Reopen in 6 weeks after 2nd wave.. Congratulating D Andrews would be like thanking the arsonist for putting out its own fire.,,arsonist
830,103.5 The BEAT,Authorities in Boston arrested a man suspected of lighting a fire inside of a ballot drop-off box https://t.co/DUO3NA43iU,MIAMI,arsonist
831,"Deplorable Meany ""Make America Autarkic Again""","Ballot Collection Box Targeted By Arsonist, FBI Investigating https://t.co/4UwlOe8PZZ",,arsonist
832,Montgomery County Republican Club,"Arsonist Target Trump Signs...
https://t.co/srQJ1HBPw2","Montgomery County, Maryland",arsonist
833,seismic,"@sulfatendchanel doing heroin, being an arsonist, goth, wanting to kill small animals, being tall, twitter internet brain degeneration should I go on?",FAMILY FRIENDLY 🥂,arsonist
834,Winston Smith 🇦🇺🕎🇮🇱❤👊🙏🇦🇺,"@DanielAndrewsMP Zero cases since ur Criminal Negligent HQ Bio Attack v Australia. U'r ONLY a Arsonist Firefighter, u ""saved"" no one, you KILLED 800+  by industrial MANSLAUGHTER that's all #PsychoDanAndrews.
#ResignDanielAndrews.","Melbourne, Victoria",arsonist
835,Todd Halloweensopple,Arsonist laments fire. https://t.co/EmpGzCFcyG,Commonwealth of Pennsylvania,arsonist
836,Kiwi.hodl,"@nz_positive @1NewsNZ Lol what a joke. Fiat is a horrible SoV, of course people will search yield elsewhere. Now after playing arsonist they want to try put on the fire fighting uniform?",New Zealand,arsonist
837,Piper'sDad,"@OANN @sueBavery Police released the name Worldy Armand as the arsonist.
He is on Twitter but I suggest a strong stomach or Democratic lack of moral value should you decide to look him up. https://t.co/A2adxUhLQW",Formerly Free MIchigan,arsonist
838,Lesa💜,"@catboysyrup @okyeahcorrect you have ""arsonist"" in your bio so imo yes","Any/All  , France(🤢🤮)",arsonist
839,Ted monteiro,@MaryWCVB Arsonist running free!!!Democrat state,,arsonist
840,"Тσяι, 𝖳𝗁𝖾 𝖲𝗁𝗂𝗋𝖺𝗇𝗎𝗂 𝖧𝗈𝗎𝗌𝖾 𝖯𝖾𝗍","@AsukaSuzuki360 @MoonFairyArts @Scuttlest @Emperor_Potara A disgrace to Lu Xun. A schizophrenic, sociopathic, arsonist murderer is an innocent acting teen looking boy in DW. Nice going KT.",♡: @𝘔𝘢𝘤𝘺𝘬𝘪𝘯𝘴 ,arsonist
841,—]😵[,@justkiddingjeez @AnneRiceAuthor Not the arsonist- maybe the parents. Anne would never condone this- I’m a fan as well.,"San Antone, TX/ going blue",arsonist
842,vih || Hannilock,@namineyuki She's an arsonist so yeah she could be paid to kill Sarah but ending up marrying her because she's rich af her life is so full of danger samira wouldnt need anything else,,arsonist
843,Mark Brierley,I thought it was because he thought @realDonaldTrump would only hear the first three syllables https://t.co/hlmiRPagUT,#passivhaus #greenbuilding,arsonist
844,Dane Smith,@DanielAndrewsMP My god... Victorian's are nuts!! and deserve to be locked up. how can you possibly say anything positive about a state leader who CAUSED the disaster he is now CLAIMING he fixed? its nuts! like thanking the arsonist who burnt your house down because he hosed down the embers!!!.,"Sydney, New South Wales",arsonist
845,Ian Chant 🇦🇺🇨🇦🐉👮🏾‍♂️,The arsonist firefighter who claims the credit for putting out the fire he started. 😂 https://t.co/eEnp6e49te,Coquitlam & Tweed Heads ,arsonist
846,Herman Cain’s tweets from the afterlife,"You’re not a good arsonist, dude https://t.co/9qwIDuHYoc","New York, USA",arsonist
847,John Sevigny,Thoughts and prayers for the ballot box. Trump calls arsonist a good person. Bernie refers to ballot box as “comrade.” https://t.co/Wsb5sJRbYT,"Brooklyn, NY",arsonist
848,United Corruption Party of Alberta™️,Arsonist lights the match and wonders why the house was on fire. https://t.co/HiTRXj1A2W,Lives on Treaty 7 territory,arsonist
849,ᴘɪꜱᴘᴏʀ ꜱᴄʜɪᴛʀɪᴛᴄʜ,@ggreenwald Arsonist/Cannibal/'Religious Scholar',"Las Vegas, NV",arsonist
850,first prince of borgu emirate,"@KadunaMuslims @msiraaj3 @ModibboSanusi @9aufal @arewacycle @ArewaaConnect @ArewaFactsZone @ArewaFirst__ @icoverarewa @hadizabalarabe5 Aftermath of d failed coup 
I use dis ample opportunity to plead to anarchist, arsonist , coup plotter (so called peaceful ) protesters to let nigerians be pls @PoliceNG @mrmacaronii @HQNigerianArmy @ @ishakaa @MrLekanAdigun @aproko_doctor @adeyanjudeji @USinNigeria",,arsonist
851,Sue,@MailOnline When does a protestor become an arsonist?,"London, England. ",arsonist
852,Paul Lambert,"@justkiddingjeez The name of a ballot box arsonist, apparently. Is anyone taking bets on Worldy's political affiliation?","San Diego, CA",arsonist
853,Ray of Moonshine,@catturd2 @bigdog475 Or a Democrat DA. Pull a weapon on someone trying to burn down your house with your family inside and you get arrested.  The arsonist gets a do over while you're still locked up.,"Tennessee, USA",arsonist
854,Death By Cold Steel,"@truecrimez_com Yeah its out of complete control. Here's a short list I just read:

Ballot Box Arsonist
Man shot on I35 while changing tire
Female Home Invaders Stick Stake into Anatomy of Home Owner. 

Sounds crazy, but that's what's going on out their people! https://t.co/FJqbLHHI2l",,arsonist
855,Josh Taylor,"@SeanP2578 @JACK23GI @VicGovDHHS Aww sweetie, stop talking about stuff you clearly don’t understand. To equate Dandrews to an arsonist is laughable. Also it’s because of our contact tracing that this Northern Cluster turned into 0 cases. Stop pissing in the gene pool","Melbourne, Australia,",arsonist
856,🍬,"It aint shit for me to rap about my life cause Im a artist, I get personal and burn this bitch down like a arsonist",202,arsonist
857,Sean Phelan,"@TheMrJoshTaylor @JACK23GI @VicGovDHHS So in your logic you praise an arsonist who lights a fire then attempts to put it out?
Our contact tracing is bang on isn’t? That hasn’t caused more cases has it ?","Docklands, Melbourne",arsonist
858,Ana M.Y. 🦄🌙🦖,"Even tho the current admin continues to throw flammable objects like amy coney barrett onto the current state of trash fire we're living through, DON'T LET IT STOP YOU FROM VOTING &amp; MAKING YOUR VOICE HEARD. This is are chance to finally kick out the orange arsonist #vote","Los Angeles, CA",arsonist
859,Lezlyee.,Pence is like the arsonist who calls the fire department after setting a fire.  #COVID19 #msnbc #morningjoe @DeadlineWH @TheLastWord https://t.co/y2n6QGc2aj,,arsonist
860,Paul Thomas,@abcnews Dan and his band of merriment are akin to an arsonist in the Fire Service seeking kudos for putting out the fire they started through plain incompetence. At the worst end it could almost be considered similar to MSBP.  If NSW and the other states could manage why not VIC Dan???,,arsonist
861,Angel Luci Pellegrino- Fan Account,"@MarkRPellegrino This is an age where someone can sit behind a keyboard and wage mental/emotional/financial warfare on people, they never have to face in person. If someone burns down someone's house, it's reasonable that the arsonist has no ""privacy"" protection. Neither should criminals online.",Chattanooga tn,arsonist
862,tarnya widdicombe,@TVietor08 Maybe that is more of a reflection on Bill Clinton than Obama? He has more empathy for a Chief thats an arsonist,"perth, western australia",arsonist
863,ً kuboyasu kinnie,some of u guys dont remember me HELP this is madarawap ... ur local friendly arsonist,,arsonist
864,￢_￢,i love that my friends think of me as a potential arsonist ready to break the law and i am but im also the friend who nags ppl to walk on the pedestrian crossing whenever we need to cross the street like i Will grab u and drag u until we find the damn lines,🍑💗🍣 | 23 she/her,arsonist
865,Panda,"@JessicaChatPaul You're like a little arsonist. Besides, baki na is not fadiyin ah any danyen kashi anything.","Abuja, Nigeria",arsonist
866,Park Ranger,"He should be charged as an arsonist.  He should be charged as a terrorist.  And if he belongs to organizations, they need to be examined for terrorist ties.",,arsonist
867,Joseph Day,"@allanbartlett Higher penalties for arson should fit the crime, right? If someone dies in the arson fire, the arsonist should get burning at the stake. If they only did property damage, maybe brand a big A on their forehead to ban them from matches, lighters, gasoline, natural gas, propane....",,arsonist
868,Franklin,"@LegalNonAlien @billytedddy @BostonGlobe Seeing as how Boston nearly strictly votes Democrat, I seriously doubt the arsonist aligns with them.","San Francisco, CA",arsonist
869,Jono Hardman,"have people stopped thanking the arsonist for putting the fire out... only cost people's lives, livelihoods and billions of dollars  
Andrews  blamed it on Victorians now they are thanking him for ruining the state 
#melbournelockdown2020",,arsonist
870,Matt Klinghammer,"@jack_milo @stltoday Seriously, if he does, then that points out Gardner's letting Looters, Rioters, Arsonist along with murderers go without charge is so!Ely racially based.  This guy is slime and needs jail time.","OFallon, MO",arsonist
871,🎃🅐🅩🅗🅐🅝🅔🎃,i was about to cry in my car when i got home but i saw it was already 6 and i don't have time to do that and homework i think i understand why arsonist set things on fire tell harry i said he can shove that music video up his ass,"Indiana, USA",arsonist
872,unfriendlyblkhottie.,"hot take: the alleged arsonist suspect + the ballot box fire in Boston . . . not on code. 

*adjusts tin foil hat*",shark city.,arsonist
873,Matthew Scanlon,"@ellymelly The Media channel 9 in particular are carrying in like Dan is Churchill ff sake , it’s like an arsonist starting a bushfire putting it out and being hailed a hero 🤦🏻‍♂️😡🤮","Melbourne,  Austaralia 🇦🇺",arsonist
874,GrassMakesWool,@CAL_FIRE @CALFIRESHU I want to know if it was the arsonist from Lakehead that's out on bond right now.,,arsonist
875,ᴮᴱStella∞⁷ 💫,@jkgcfs It doesn’t make sense. I’m burning my “hi”? I’m burning you? I’m an arsonist?,she/her,arsonist
876,Francho 🛁🗿🚬,When I see a guy walking with a gas can I dont think its a person who ran out of gas for their car. Its an arsonist on their way to burn something down. 🚶‍♂️🔥,"Chicago, IL",arsonist
877,pancholares,Thousands evacuated in Orange County ahead of wildfire https://t.co/6cI84hc6pG via @Yahoo THIS IS THE WORK OF A SOB ARSONIST DEMOCRAT,,arsonist
878,Neil Adams,"@DanielAndrewsMP Now that the virus is contained Dan, it's time for you to resign. The arsonist should not be applauded.",,arsonist
879,Carstendog,"@JoeBlac76575191 “His mess”, fixed it for you. You don’t thank the arsonist for sticking around and helping to put out the fire he started.","Melbourne, Victoria",arsonist
880,AlienUFOvisitor,@realDonaldTrump the je byrks of California cut off power and wifi these aszholes shut the power off to my heart monitor because there worried about fires they stinking started by arsonist wtf,Where ever YOUR not...,arsonist
881,Amy Waller,"@JRogneda @DanielAndrewsMP I dont think so, Ill leave bowing to the Messiah to you - its like thanking the arsonist for putting out the fire.  It also might be worthwhile asking yourself how this 2nd wave happened in the first place which no other State or Territory has gone through.",Australia,arsonist
882,TimEWait,@askjillian @JoeBiden @Scaramucci @TheRickWilson @SteveSchmidtSES @gtconway3d @donwinslow @MeidasTouch Hiring Scaramucci is like hiring an arsonist to investigate the fire he caused.,,arsonist
883,Lucia Knolls,"39-year-old arsonist arrested in Boston.
Suspected of lighting fire to a Ballot Box with ballots inside.
Name: Worldly Armand https://t.co/f71lNj9f45",,arsonist
884,Ben Smythe,@Peter_Fitz My sense is that a lot of the angst is due to the lack of accountability from Andrews personally with respect to the root causes for Victoria ending up like it did - it is akin to being asked to praise an arsonist for putting out his own fire,Sydney,arsonist
885,Tommy Vietor,"It is wild how Leon Panetta has sympathy for literally everyone but Barack Obama's political challenges. Meadows is just doing his best as he follows his arsonist boss around with a tank of gasoline, but all Obama's problems stem from him being too aloof and professorial. https://t.co/kKJrDleGDx","Los Angeles, CA",arsonist
886,Henry,Typical Gardian https://t.co/zsk1ReyRDO,"North West, England",arsonist
887,paulie c,The arsonist has put out the destructive fire he started &amp; many are singing his praises for a job well done.  The state of play in Victoria!,"Melbourne, Vic, Australia ",arsonist
888,Theodore Bulldog,"@SallyDeal4 Pretty much sounds like Trump's typical turnover rate...
He's a cretin and anyone that dares affiliate with the asshole pays a very big price....Trump turns everything into a festering dumpster fire.  He's a damn arsonist!  We are all we have.  We have to save ourselves.  Vote! https://t.co/hgVeGJQ03U","Boston, MA",arsonist
889,jayloween (Blaseball⚾),anyways seawatch is fantasy high canon and brennan cant stop me. somewhere miles away from the bad kids is 6 more teens going feral about an arsonist making confusing metaphors and one of those teens is wearing a cig figs shirt and thats as close as those groups will ever get,,arsonist
890,Generally Helpful,"@supergutman ""This is a very warming fire. It is a disgrace to suggest it is consuming the building. I don't have an arsonist bone in my body. I am against all forms of combustion"".",,arsonist
891,Great Thunberg,"Why Biden calls Trump a 'climate arsonist' – video explainer
https://t.co/H85rkkUlrw",Stockholm,arsonist
892,nühaus,Why Biden calls Trump a 'climate arsonist' – video explainer https://t.co/tz5P3LT2pP,UK,arsonist
