,user,tweet,location,keyword
422,PeaceNow!,"@realDonaldTrump You attack @GovWhitmer again? “He is sowing division and putting leaders, especially women leaders, at risk. And all because he thinks it will help his reelection.""  Trump lights a fire then call the fire dept. he is still an arsonist. #AmericaNeedsMichigan #RepublicansForBiden",,arsonist
423,T,"@OvigweEguegu Another paid off fool for China. Don't believe a Communist, look at history. Look at China's Great Leap Forward where they killed millions of their own.  

You really think China has another countries best interest?

Would you let an arsonist run the Fire Department?",,arsonist
424,B Mco,All the civil unrest caused by out of control police incited by Trump and right. Law and order bull from Trump. Gaslight. He’s an arsonist acting like he’s fighting fire. Trump causes the riots. #BidenHarris2020toendThisNightmare #VoteBlueDownTheBallot, ,arsonist
425,WZBT 91.1 Playlist,Half Gringa — The Arsonist,"Gettysburg, PA",arsonist
426,Layden Robinson,"An arsonist’s sinister agenda is only beginning...

#BookishTues
#provocative 
#PsychologicalThriller
#fire
#flames
#suspense
#horror 
#BookBoost
#mustread
#sequel 
#LGBT

https://t.co/2jf7gpZJEU https://t.co/CDUprlUuGq","San Diego, CA",arsonist
427,Shalissa,"Niggas got me tight like Arthur's fist and shit
Like I'm not an arsonist and shit https://t.co/jS19bsmgSU",BX 2 FL,arsonist
428,Layden Robinson,"An arsonist’s sinister agenda is only beginning...

#BookishTues
#provocative 
#PsychologicalThriller
#fire
#flames
#suspense
#horror 
#BookBoost
#mustread
#sequel 
#LGBTQ

https://t.co/2jf7gpZJEU","San Diego, CA",arsonist
429,zainab,@rababkx i don’t know where u got that from i am NOT an arsonist 😔,"Ontario, Canada",arsonist
430,sponsermeshincup🌩,@arabgirlvibes arsonist😳😳,mentallychallenged😋,arsonist
431,Grape Slushie | Demon Vtuber,@jayu_hime Totally not an arsonist popping by https://t.co/ZPUu7UeJOY,,arsonist
432,HolyCow,@MickeyBlowtorch Can we get the arsonist on our side this time?,Texas,arsonist
433,Deborah,@realDonaldTrump You're the arsonist here.,"Woodstock, Illinois",arsonist
434,Linda Thompson Crandall,@Sassy_Jeanie Just voted in person today Lori. FYI in my neighborhood anyone with a American flag or political sign in their yard arsonist are starting fires.,,arsonist
435,JSD75,"@alaynatreene @BenSasse @joniernst Quandary about who is worse - the sycophant who grabs onto coat-tails through thick or thin, or the one who grabs only through the 'thick' - don't get me wrong, both despicable - it's like picking between an arsonist with a match &amp; one with a lighter",London,arsonist
436,Robert 🇺🇸,"@ThePrisoner006 No. The history of fires in that area coincide with high wind conditions, especially when dry winds come off the high desert and towards the ocean. Any little spark (or arsonist) and you have 🔥","Boise, Idaho ",arsonist
437,saffie,donna arsonist !,18 | she/her ,arsonist
438,Megavolt,@JaTapps @Simple_Shaman @RJDownard @PG13ScottWatson @surgerysleeper @HaircutSpock @nadsshoes @wpcguy @HazyPeter @PaulDubuisson @impeachqueen @commonsensejan @geraldpayne25 @htownsmitty @michellmybell1 @PatricktheB @donholtmac @Friendof_Darwin @myhighhills @umfpt @Terrenc58307664 @ScientiaPercept @TheWestonMike @brough_joshua @RykerGSD @SmokeyStafford @AnthonyT2_Mufc @PeterFi98279139 @JohnnyIMHO @lindaz333 @Canna420Uk @NaturalBAtheist @LeannEAF @imkimaaron @NelsonMKerr @malo_j @GeorgeGoulet4 @jools6691 @Ah_Science @TakeThatDarwin @wendzedin @robster16a @AViRaLAssassin @Thedukeistheman @CitizenFTW @nico_manocchio @AtheistsRead @tklforgiven @tcunderdahl @Janetb172 I’ve heard the arsonist always comes back to the scene… https://t.co/MbQLgPDPai,,arsonist
439,FCarvajal,BUT BUT Antifa ... BUT BLM is a terrorist Org ... 👇🏽 arsonist https://t.co/jp9NKQfENd,USA,arsonist
440,Barb Stvi,"@Michael73312708 @realDonaldTrump New Yorkers. You'll do better with Trump.  Get rid of Schumer and Cortez. Schumer never came out of his apt for 3 months to see how his state was doing. Cortez proudly praised and bailed out the looters and arsonist. When ur taxes go up, you'll wish u voted for Trump",,arsonist
441,Chaos Crew,yoshii (arsonist ☆): education is a scam,,arsonist
442,Be^m,AAAAAAAAAAAAAAAAAAA LOOK AT THEIR GAY ARSONIST ASSES LETS GOOOOOOOOOOOO https://t.co/N09H1Sv6GR,,arsonist
443,Roberto San Diego is MASKED and VOTING TRUMP OUT!,"Arsonist sets fire to the economy . . . calls the fire department, to his surprise, @JoeBiden shows up to get the job done. https://t.co/IJBmjuKaVG","Palm Springs, CA",arsonist
444,💀🎃 SeaScream 👹👻,"We got
&gt; Genie engine lamp git
&gt; Haunted coaches
&gt; Arsonist ghost

now get ready for

Trees",The ?Roundhouse?,arsonist
445,Dar cam,"@OregonGovBrown FDA=Bad, Rioters=Good
Vaccine=Be Cautious 
Burning buildings= Appease the Arsonist",American United States ,arsonist
446,andreas petz,@jadeecee1 @thekjohnston The Arsonist?,,arsonist
447,Lake of the Ozarks / Stephen,Oregon arsonist released on own recognizance. Lights six more fires. https://t.co/x5YwIzor6z via @YouTube,Lake of the Ozarks / Missouri,arsonist
448,Neutron,An arsonist sending flowers. https://t.co/wDu3cuadVF,"Edinburgh, Scotland",arsonist
449,Blue Lives Matter,"Ballots Destroyed After Arsonist Tosses Incendiary Device Into Ballot Box - The Police Tribune https://t.co/lXGAIpy7Au

Follow @bluelivesmtr
#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune #law",United States,arsonist
450,Moscow Mitch Sucks,"@realDonaldTrump Let me get this straight… You want people to vote for you and your recovery because YOU were the inept imbecile that tanked our economy and killed over 200,000 people with COVID. The arsonist is also the fire fighter. No thank you.",,arsonist
451,Opinion checkers,"@USNZView @LibertyHangout This guy also charged with resisting arrest and arson?

https://t.co/cpDZ3ku92L",U S of A,arsonist
452,🇺🇸Alecia M Fluharty🇺🇲,@OvertonSFC @cerri68 @miller2275 @QuincyCLEoh10 @CreationsOwner @stillwisingup Well the house he blew up he raised his family in it doesn't mean it's where he grew up and yes we assume the burns are from the Christmas eve fire but could be from the fire started by the arsonist he wanted freed from prison. So yeah S8 https://t.co/UmPnIeDu6M,,arsonist
453,Un Known Wolverine,Do they know who the arsonist is?,Northwest U.S.,arsonist
454,Ty Fujimura,"Did you know you can track the status of your ballot online, in NJ and many other states? Double-check that they got it and that an arsonist didn’t bomb your drop box 🤨 https://t.co/e1TzmbNUfM",Fair Lawn NJ,arsonist
455,Adam Pierce,"@CatoCMFA @GeorgeSelgin 25% this year, maybe we get another stimulus next year? Imo, helicopter money is like giving the arsonist the gasoline, which it seems we've already filled the can https://t.co/warrDArrj4 https://t.co/o03q2wqPox",Indianapolis,arsonist
456,Martine Addison,@maggieNYT Is that like the arsonist reporting the fire?,"Denver, CO",arsonist
457,Tami Lowlife,"@realDonaldTrump Only I can put out this fire. 
Says the arsonist.",,arsonist
458,это просто хаос,Alien https://t.co/0Jc0lEQWbH,Какун-Сити,arsonist
459,EMateus,@pohamila This guy is a friendly arsonist. A smart chico.,"Torres Novas, Portugal",arsonist
460,Mark Willis,"@jtrartwork @WendyEAraujo @CALFIRESANDIEGO Funny how much easier it is for an arsonist to do his thing successfully when the brush is hotter and drier because the planet is warming.  🙄

https://t.co/SC72KByY5z",,arsonist
461,Di is an Essentialist 😎,"Lame office #joke
Me:  I want to be an arsonist.
Co-worker: why?
Me: I want to light people’s heart on fire 🔥 
Co-worker: facepalm 🤦‍♂️",Vancouver,arsonist
462,Bea,@RoomTemp70F @DavidRall6 @OANN Yes I do know. But given the location of the box near the Back Bay (DEEP Blue over there) it was most likely filled with Biden votes. Now as for the arsonist- BPD reported him to be a homeless man with mental health issues,,arsonist
463,Ian McMillan,@willb035775311 @Anthony48359095 @TimSmithMP 😂😂 Dan saved lives????  Who stuffed up quarantine where the 2nd wave originated? Like an arsonist lighting a fire and getting praised for putting it out.,,arsonist
464,ruby⁷ ☾ ᴮᴱ WNSD 📌 !!,ruby ultimate arsonist mode: activated https://t.co/y8FaEoWVJ3,minor - 16,arsonist
465,Her Campus FSU,California Arsonist attempted to sabotage fellow California voter's ballots. https://t.co/2BvNpKuyRH,"Tallahassee, Florida",arsonist
466,Julián Plenti,@littlekelfie The arsonist has oddly shaped feet.,"San Diego, CA",arsonist
467,IP$,@Toradeco Evan is short for arsonist,The Potato Farm,arsonist
468,robert pearce,"@Scacm When a reporter lies, lives get put in harm's way. The arsonist, exonerated by Powell, was suddenly free to threaten my children.
Still those pathetic excuses or cops in Middleton/Bridgetown let it go.
What the fuck is wrong with these morons ? https://t.co/U34MjoEuTp",Nova Scotia,arsonist
469,Deborah,"This is like the arsonist telling people he is going to be the one to put out the fire. Men should be ashamed that this barbarian represents males. Next, he will blame Eve for everything https://t.co/R6pjsv9eDP",Mother Earth,arsonist
470,catnip0715,"Like an arsonist who sets a fire then inserts himself into the scene to become the hero.
(i watch way too many cop shows) https://t.co/EuYHcAGLfv",a couch in bluegrass country⚜,arsonist
471,DONATOLAW,@maggieNYT That’s like the arsonist who started the fire taking credit for rescuing the victims!,,arsonist
472,Bill Madden,"As the election nears, climate arsonist Trump makes a final push against climate science:

Trump fires the chief scientist at the National Oceanic and Atmospheric Administration, Craig McLean, for asking political appointees to follow the agency's scientific integrity rules.","Lower East Side/Chinatown, NYC",arsonist
473,Cannabis Sativa News,@cbouzy It's like if a fire marshal turned out to be an arsonist--setting aside the fact that it was obvious to anyone with half-a-brain that this candidate was an arsonist--that started many an arson who's up for reelection on the basis that they will put out all the fires they started.,,arsonist
474,Sierra Magazine,It’s time to expand our definition of who is an arsonist.  https://t.co/cPZ07NlCEZ,"San Francisco, CA",arsonist
475,🎃dusk🎃 (check pinned pls!!),@mittyscoven mitty is an arsonist,Texas USA,arsonist
476,**SoCalGirl**,"@realDonaldTrump You think we’re going to vote for the arsonist who says he’s going to now put out the fire???  

I don’t think so Sparky.",,arsonist
477,Sabatoge1,"@washingtonpost @MaxBoot Reasons the Jets are better than Team Trump (TT)

Jets penalized 5 to 15 yards, TT players get that in years
Jet player put on waivers off season in droves, TT flee to exile abroad
Jets unofficial mascot Fireman Joe, TT Proud Boy Arsonist 
Jets nickname Gang Green, TT Orange Turd",Feels like the Twilight Zone ,arsonist
478,#ENDSARS🗽,I sha know the arsonist were specific with their targets. https://t.co/5x9KxpEUs2,,arsonist
479,Jason (not the one you’re thinking of),"@ogrods Chick Corea died last night.

He was incinerated by an Arsonist.

We could not find a last will.

Chick Corea’s role was Hex Master!",Nailgun City,arsonist
480,SuzK,@maggieNYT Says the arsonist who put out the fire he started,,arsonist
481,Harvey 🍋,@Modern_Arsonist Waiting for my phone to give up its stuck at 1%,Brighton  England | He/Him 19,arsonist
482,~Adestria/Genixlaw~,@ToastedHarvey It’s been 3 Harvey whatcha waiting for,She/They,arsonist
483,~Adestria/Genixlaw~,@The_Eret Everyone please vote it affects a ton of people :D,She/They,arsonist
484,~Adestria/Genixlaw~,@quackingskeppy Imagine fitting in that age range 😌   /srs,She/They,arsonist
485,squirt russell,@smallblueslug 10/10 he probably caught her on fire lil arsonist,,arsonist
486,~Adestria/Genixlaw~,@TECHNOSOOT Congrats Bree!!!!! :D,She/They,arsonist
487,Dan Harumi,As an arsonist myself I don’t care to be associated with these other groups https://t.co/5fYU8apwvD,New York City,arsonist
488,solarpilchard,"“If anyone spots anything remotely suspicious get in touch.""

Lives at risk as arsonist targets East Midlands farms @FarmersWeekly - https://t.co/UpfmYGEldE

@LPHarborough #Harborough",Market Harborough,arsonist
489,Truth Hertz 🌊,@steve_vladeck @FrakerMonica Arsonist takes credit for calling the Fire Dept.,Right Behind You,arsonist
490,@drdtucker,The arsonist fireman. It was my people that put out the fire I started. You should praise us. https://t.co/ZYHjwAvmrW,,arsonist
491,Maureen Anderson,@AndrewFeinberg Arsonist,Oakland CA,arsonist
492,Ben,@maggieNYT @feliciasonmez Arsonist starts fire wants credit for calling the Fire Department,,arsonist
493,ᴮᴱMaby⁷,Can smell a burning smell.. But can't tell if it's because it's nearly November or if the arsonist is back..,England,arsonist
494,John Munchak,Was the Boston ballot box arsonist a Trumper? 🤔,"Pittsburgh, PA",arsonist
495,ᴶᵂ⁷⁄₇📌,"Me, seeing the tl fighting about ass, knowing I’ll never have to worry bc I’m a arsonist https://t.co/Sl0cdLxu5i",she/fae/xe/they|bi/demi|M!NOR,arsonist
496,"Patricia Sargeant, #Author","Fall ... In Love. ON FIRE. Hot on an arsonist’s trail, will a fire chief who’s been burned before trust a reporter after the truth? #RomanticSuspense #PatriciaSargeantBooks
Amazon: https://t.co/nWo6Pl5iFn
Barnes &amp; Noble: https://t.co/Ut90bqfNkQ
Kobo: https://t.co/NJ6IlYDAUP https://t.co/WJH34ygu07",A Story for Your Every Mood,arsonist
497,rey loves ars HANNA'S DAY 🥳🥳🥳,@arsyoungmi I'm a pure blood arsonist,jisoo only 💖 she/her,arsonist
498,David Lewis,@jase0910 @maggieNYT More like the arsonist calling the fire department:(,"East Bay, CA",arsonist
499,ᴶᵂ⁷⁄₇📌,I'm a pure blood arsonist,she/fae/xe/they|bi/demi|M!NOR,arsonist
500,ehill123,@maggieNYT Arsonist mayor once again seeking credit  for the fire department putting out a fire he started.,"Cleveland, OH",arsonist
501,Wicked Guide ⚔,@TJCarpenterShow @ConceptualJames Can you find moral justification for voting a party that only condemns an arsonist cult because it started hurting poll numbers and openly promoted bail funds for said arsonists?,,arsonist
502,Bette Anderson,Ballots Destroyed After Arsonist Tosses Incendiary Device Into Ballot Box https://t.co/igKjeGu5SY,USA,arsonist
503,Egregious Philbin,@Mr_Berman @daveweigel Arsonist wants credit for putting out the fire,"Denver, CO",arsonist
504,Mike Buchanan,@maggieNYT Firefighter/Arsonist in Chief,"Utah, USA",arsonist
505,OCconservative,"@rezaaslan Calling to cops, making them aware that you’re a potential arsonist.",,arsonist
506,Jason Grant,@maggieNYT “Local arsonist takes credit for extinguishing fire he started.”,In a soon-to-be-Blue state,arsonist
507,Joshua Bernstein,"@maggieNYT I called the fire department, said the arsonist.","Austin, TX",arsonist
508,Robert Short,"@realDonaldTrump Says Trump the arsonist, lier, white supremacist and thief.",,arsonist
509,Habs 🇨🇦🇬🇷,"@caemeronCC @puscifer @25YLSite @mjkeenan @carinaround @ToolPusciferAPC My top 10 in no particular order is. Mamma sed, Rev 22-20 Dry Martini Mix, Agostina, The Arsonist, The Remedy, Smoke and Mirror, Green Valley, Dear Brother, Polar Bear and  Tiny Monster #existentialreckoning",,arsonist
510,Wicked Guide ⚔,@Songbir95377759 @Curmudgageddon @_NotYourRealDad @ConceptualJames And candidates on the ticket openly promoting bailout funds for arsonist revolutionaries because their name is good optics? Look at what Trump's EO actually bans and realize the Dems want it gone.,,arsonist
511,Blqboy,"@MobilePunch Now we know who sponsored some of the looters, arsonist etc",,arsonist
512,Gawat Jubril A.,"The Governor expressed concern that some Lagos communities are now vulnerable to crimes, following the arsonist attacks on police stations and facilities housing security operatives.","Lagos, Nigeria",arsonist
513,NotQuiteWrite,"@freedomline8 @LeonydusJohnson Look, in life there is no do overs, 2nd chances, or resets. It's not a game... Things don't play out the same way. There are 100 things that can go wrong very quickly.

Below are a couple of examples.

https://t.co/ZPZjnXRGtW
https://t.co/s7gR7f4L74 https://t.co/Pykx7zrWmU",,arsonist
514,𝘳𝘦𝘪𝘮𝘪 𝘴𝘶𝘨𝘪𝘮𝘰𝘵𝘰 ⁂,I am an arsonist ^^,Art is not mine,arsonist
515,CBS46,State fire officials searching for an alleged arsonist https://t.co/e7YHto5KQf,"Atlanta, Ga.",arsonist
516,lawwyy,Never waste a good crisis. We know who hired the arsonist https://t.co/mIzT6rVklL,"Lagos, Nigeria",arsonist
517,Badphrog,"@ItsReactor So you're pivoting to a point that doesn't relate to anything I've said but is just as silly? 

Arsonist sets fire to 500,000 homes but manages to extinguish a record 200,000 house fires. Impressive!",,arsonist
518,Please Vote,"While it will be good to see these criminals face a jury, too many victories in the coming months will feel as satisfying catching an arsonist. No court ruling can bring back the forest. https://t.co/apMsf1FHar",los angeles,arsonist
519,J. Ayefu,@DeeOneAyekooto Next time they will kill anyone that tries to burn brt. Useless arsonist,"Port Harcourt, Nigeria",arsonist
520,Jaxon Vanderberg (Feeling Suggestive),"@ItsLannee Then prepare to be attacked by the arsonist, the Hunter, and the Psychopath (me)","U.S, Muskegon, Michigan",arsonist
521,Helper,Ballots Destroyed After Arsonist Tosses Incendiary Device Into Ballot Box https://t.co/JWppm5SGZ5,United States of America,arsonist
522,Wolf Morris Canna Consulting-Promoting Safe Access,"@dasukocho @BuzzFeedNews Turchin is wrong; Trump is the arsonist creating this wildfire. #resist #Biden #dumpTrump #TrumpIsNotAmerica 
#SuperSpreaderEvent #COVID19 #Trumptraitor","Pompano,FL Boston,MA & CA, MO",arsonist
523,Arsonist,Arsonist 🔥,,arsonist
524,There is no Question: Black Lives Matter,@NumbersMuncher @mboothdenver Yeah except they already opened the door set the barn on fire and let all the horses out you can either fix that by rebuilding the barn and making it bigger or you can let the arsonist thieves off the hook it's really up to you,"Denver,co",arsonist
525,Mohammed Jamiu,"@Nwankpa_A @AdeBanqie @AlJazeera @Reuters The looters and the sent arsonist were also waving Nigeria flag.....When a protest became senseless and directionless it leads to calamity....
When a genuine protest became a tool to blackmail the government it result into this..","Katsina, Nigeria",arsonist
526,Dave Mackay Esq. 🏴󠁧󠁢󠁳󠁣󠁴󠁿,@Rachael2Win @Douglas4Moray Like an arsonist cheering on the fire brigade.,Scotland,arsonist
527,𝚜𝚊𝚑𝚒𝚋𝚊⁷ ᶠᵒʳ ⁷ ☽︎,"@enu_u Jacky- Jackson's 
Arsonist- ars or youngjae's 
Def Nation- def or Jaebeom's 
Pepi nation- Jinyoung's 
Brownies- yugyeom's 
Bamies- bambam's 
Markys- Mark's",In Jinyoung's heart♡ she | her,arsonist
528,"Hamstring 'you're part of it, now'",What a reveal. Like an arsonist gender reveal party. https://t.co/JIFHXaC7aU,,arsonist
529,Made in Noosa,"@mpsmithnews With his tax payer funded media team to polish his image, he is untouchable. 

They want Vic to thank him in a great job handling the pandemic, As said like thanking the arsonist who put out the fire..what a joke",,arsonist
530,𝚜𝚊𝚑𝚒𝚋𝚊⁷ ᶠᵒʳ ⁷ ☽︎,"if ur an ahgase u need to be a jacky, arsonist, def nation, marky, pepi nation and bamies too... plewse never forget that...💖💝",In Jinyoung's heart♡ she | her,arsonist
531,Timmy Love,@WhiteHouse The arsonist is putting water on the fire!!!,"Burbank, CA",arsonist
532,rey loves ars HANNA'S DAY 🥳🥳🥳,If you are an ahgase you are an arsonist too,jisoo only 💖 she/her,arsonist
533,zainab,@awgoats @rahmaisnthere this is arsonist behaviour but i love fire and i love watching stuff go down in flames,"Ontario, Canada",arsonist
534,Zach Holmes©️,"It’s a dystopian future about the environment, but shit talks about 8 year olds being raped during and arsonist attack and that’s not even the worst of the depressing shit that goes into this book",,arsonist
535,bears,@Reza__110 @arabgirlvibes she's an arsonist,"London, England",arsonist
536,K À L E R O Ù N W Í,@StephanieBusari @Preshdaniell Be sure to gather only the correct info . A palliative looter one place Could be a private store looter or arsonist at another place. He’s still a palliative looter o!,lagos,arsonist
537,Kamala the Conquerer,@butters41390532 @Complex So you want a gun toting arsonist 12 y/o running around? His momma clearly don’t give a fuck about him,Communist China,arsonist
538,Nicholas Ellan,"@APoesiat @Tintie4 @meadllar @CharlieAngusNDP I'm the arsonist, they are firefighters, you guys are on fire and blaming the first responders for interrupting a ritual suicide. Sorry I thought we were just playing but that turned out to be real gasoline guys. #PrimeMinisterZoolander over here @JustinTrudeau back to ant school","Vancouver, British Columbia",arsonist
539,defcon_5,"STOP HANDING THE HOSE 2 THE ARSONIST!
#BreakUpBigTech #BreakUpBigData #DefundSiliconValley @TheJusticeDept @JusticeATR @FTC @FEC @USTreasury @US_FDA @HHSGov @ewarren @kamalaharris @senblumenthal @hawleyMO @ronwyden @RepCicilline @RepDelBene @RepKatiePorter @SpeakerPelosi @AOC $FB https://t.co/U0BFACHKgO",ny | bos | sf | dc,arsonist
540,Pulpfiction Socially Distanced Books,"This man says the big fire up the block couldn't have been arson because ""no arsonist starts a fire @ 10am"" &amp; go on my dude","Vancouver, Canada",arsonist
541,Latinos Emerging,"I lived in the Back Bay, and Boylston St. has more cars/pedestrians  than any of the other parallel streets. This arsonist wasn’t only a dope but a ‘double dope.’ Why do stupid people think they’re smarter than non-stupid people.?? https://t.co/NJAvcyP9cB","Los Angeles, CA via NY, NY",arsonist
542,Mestre loves you,@lpzydream @etherealspov SELF DIAGNOSED ARSONIST THANK YOU VERY MUCH,Hell,arsonist
543,𝙼𝚎𝚕𝚒👺✨,@MestreisMissing @etherealspov OMG YOURE AN ARSONIST TOO? WHO DIAGNOSED YOUU,bed,arsonist
544,yatzi ♡,"pure blooded arsonist &lt;3

#GOT7 #갓세븐 @GOT7Official https://t.co/nQONmuQ8Xr",it's a beautiful sky 맑게 갠 하늘 like you there is not a cloud 너 때문에 난 세상이 다르게 느껴져 yeah 비가 오고 있어 내 하루는 다른 사람들은 못 보지 내 하늘을,arsonist
545,𝙼𝚎𝚕𝚒👺✨,@MestreisMissing @etherealspov HOW DO YOU FORGET SOMEONE IS AN ARSONIST,bed,arsonist
546,Robin the Spooky Bird 🎃,There is not a sum in the world I wouldn't pay to watch Philosophy Tube's arsonist character play Count Olaf,,arsonist
547,hi3girls,@bbfree4900 @PreetBharara Marathon block party at your registrars to discourage arsonist firemen,3rd rock,arsonist
548,Donovan Grobler. The bad apple,@AntiBladder @killa_wang @iamkingofrolbo1 @MarcusSmash @RyanAFournier Don't be an arsonist either 🙂👉👉,"Western cape, South Africa",arsonist
549,Jean Mobilia,@TalbertSwan He's like an arsonist.,,arsonist
550,Dr. Fries 🍟 DeLuxe™️ (AKA rarigang msp4rrow),"@StreeterontheSt Yas!!! You basically helped me become the arsonist I am today hahaha 

Thank you Mark!!!

♥️♥️♥️",In your mom,arsonist
551,Vanessa Haas,"Arsonist's Lullabye by Hozier
https://t.co/h9DevPPiW3","Missouri, USA",arsonist
552,MARKKUNO ARE GOOD BOYS,@bamdiors @GOT7Official pure blood arsonist,got7 astro tbz | carrd byf,arsonist
553,alya⁷☾,"I AM A PURE BLOODED ARSONIST , BLUE RUNS IN MY VEINS , WHEN I CLOSE MY EYES I HEAR GRAVITY , IF YOU ARE NOT A PURE BLOODED ARSONIST , PLEASE DONT FOLLOW 💙💙 https://t.co/shtM6HNlEs",🇪🇬,arsonist
554,𝕟𝕖𝕠,@bamdiors @GOT7Official Pure blooded arsonist 😤,she/her,arsonist
555,Secret Agent Man,Joe Biden complaining that “our issues go back years” and “not showing one another dignity and respect”. That’s a lot like the arsonist complaining that there’s too many fires.,"Missouri, USA",arsonist
556,dan salado,"@JoeBiden No President should bow to looters, arsonist and terrorist.",,arsonist
557,❔,i am a pure blooded ARSONIST. i will cook for youngjae. i will kiss his feet. i will scrub his toes and even his armpit. i will clean coco’s coochie for him. i will work for him. i will be his slave. and if the likes on his ig are low compared to to other members i will riot https://t.co/zCfc9P7m7q,she/her,arsonist
558,Ines Weidenbacher,@realDonaldTrump said the arsonist,,arsonist
559,Prodigal Retriever,"@TimothyVink @BrunoAmato_1 I've lived in South OC for 20 years. There have been at least 3 fires in this area. One was set by an arsonist, one from some mechanical equipment and this latest fire from an SCE cable and transformer. So, not unprecedented and you clearly don't know what you're talking about.",,arsonist
560,Andres Salomon,@MaxRose4NY Climate arsonist spotted. 😕,"Queens, NY",arsonist
561,rey loves ars HANNA'S DAY 🥳🥳🥳,"A proud arsonist. Arsonists signed up to love only Choi youngjae from South Korea Alone. Here for Choi youngjae from South Korea ONLY.
#PROUDARSONIST https://t.co/fQtXtkn3bD",jisoo only 💖 she/her,arsonist
562,❔,i am a pure blooded arsonist https://t.co/hgfWtsWfYf,she/her,arsonist
563,PJ Gover,"I'm researching arson for my WIP. Any good sources you could direct me to? Maybe something on the psychology of the arsonist's motivation, too. Thanks #WritingCommunity",,arsonist
564,Jason Anderson,@TM0s41 @GeoffRBennett Says the people who support the arsonist.,"iPhone: 33.212857,-117.389052",arsonist
565,izzah || GOT7 CB! ||,"im not a pure jacky im a palm tree nation, marky, jacky, peachy, arsonist, bammie and dandelion nation 😐",she/her,arsonist
566,Satan’s Mustard,@arabtartz Do you want to become a serial arsonist power couple with me,(bi/pan) (he/they) (Baltimore),arsonist
567,Jae,well time to announce that i'm a pure blooded ARSONIST! https://t.co/M5Hm9A7rj7,𝐬𝐡𝐞/𝐡𝐞𝐫,arsonist
568,ISay77,"@PaulLan21302272 @cantucxrpno1 @SkyNewsAust @DanielAndrewsMP Ur hero is no angel. An 'arsonist ' puts out the fires he started u praise him. Obviously have not learnt much fm the developments of the HQI. He cd not evade the scrutiny from one smart lady Credlin with her well informed incisive q'ns, so now theHQI has been extended to end Nov",,arsonist
569,JANT,@LatinoJersey @bigricanman @PhillyPolice Let’s have Eddie be chased by a knife wielding individual and see how well that goes. Stop being so ignorant! https://t.co/eG3BuagvC9,New Jersey,arsonist
570,'Tis the Season to Pop Molly...,This man is a TL arsonist oui. https://t.co/0ZnpKFuZeL,Port of Spain,arsonist
571,AG,Arsonist pretending to be a fireman https://t.co/lW3Ly2iOdO,"Moneypit, IL",arsonist
572,cans🦈,arsonist bf who sets me on fire mid orgasm,she/they,arsonist
573,Lance Salyers,"@JohninUT Yeah, putting a cultural arsonist in the most visible and influential leadership position in the entire world was an unwise choice. https://t.co/saTYsZv527",Ohio,arsonist
574,Andras Ferencz,"Serial arsonist opens fire station.
Pathological liar launches anti-misinformation platform.
Repeat rape offender spearheads special victims unit.
You get my drift.

https://t.co/Ja4xMZG8I2

#climatechange #globalwarming #bigoil #pollution #science #fossilfuel #energy #emissions","Chicago, IL",arsonist
575,Saynotokoolaid,"@cjtruth All I heard was "" Bu bu bu but I can't be involved, I'm fighting against it"". She's being the arsonist firefighter.",,arsonist
576,Dark Fox,@ItzBlxss A fellow arsonist https://t.co/7aEGs7ZfX5,,arsonist
577,Jack,"@Mr_Axel_Gear @BostonGlobe He’s a Democrat supporting Biden!! Lol but as soon as you hear that you say we can’t talk about that. You people are anarchist, arsonist, rioters, racists, and crazy!",,arsonist
578,Donald J. Putin,"@Robertamnesia The absurd dynamic is that the Dems get more ""extremely centrist"" and the GOP gets more ""extremely fascist."" Unless Dems take a hard left turn and fast, no one has any real need to change course. Just saying. House is on fire: arsonist Drumpf still has to be removed, regardless.","New York, NY",arsonist
579,MattyP73,Never heard the dub plate of Arsonist Micky Finn tune man just smashed every dance tbh,,arsonist
580,Captain Kahuna 🤙🏽,"@lifeonahorse1 @ProjectLincoln Things that have me anxious:

* Sitting up with Mom at Dad’s hospital bed after his heart attack.

* Wrestling an attempted arsonist in a puddle of gasoline.

Things that won’t really have me anxious:

* Quadrennial popularity contests.",,arsonist
581,✧ light rampant™ xiv online ✧ 「蒼天のマヤM'aya@FF14」,"When the hysteria over ""antifa"" was going on, I couldn't wear Dark Knight armor/cosplay outside because people might think I'm some arsonist. 

Thank gods for Halloween. I can finally Become What We Must.",株式会社ミコッテ,arsonist
582,riri,"@vinl4nds wait this is hard omg 
1. sexy
2. arsonist 
3. sexy","SHE/HER!14 さみしい時間はもう終わり
君がくれた秘密の味
まるで Candy みたいに
甘い甘い甘い甘い 愛愛愛 CARRD BYF!!!",arsonist
583,axe andry 🎃,"EMMA WOODS: Scorched Girl (F-01-02) 
""I am coming to you. You, who will be reduced to ash like me.""
-  “The charred body represents the child's crumbled hope, while the ever blazing flame represents the obsession for affection.""
- funny little arsonist
- deserved better https://t.co/cZGLVI0VBg",,arsonist
584,AcolytesLights 🇺🇸,@fallcabal @SVNewsAlerts @RangerSua Arsonist I've lived here my whole life and it's always a nut psycho starting them,L.A. California Band Account,arsonist
585,jac :D,"Police officer vs blue fire arsonist
https://t.co/oKNlQ88eNt",,arsonist
